experience_level,job_title,remote_ratio,salary_in_usd,company_size
SE,Data Analytics Manager,100,105400,M
EN,Data Scientist,0,49268,S
MI,Data Engineer,0,110820,M
MI,Data Engineer,0,92350,M
SE,Data Scientist,100,215300,L
SE,Data Scientist,100,158200,L
SE,Data Engineer,100,209100,L
SE,Data Engineer,100,154600,L
SE,Data Analyst,0,115934,M
SE,Data Analyst,0,81666,M
SE,Data Engineer,100,175000,M
SE,Data Engineer,100,155000,M
MI,Machine Learning Engineer,100,84053,M
SE,Data Analyst,0,164000,M
SE,Data Analyst,0,132000,M
SE,Data Scientist,100,170000,M
SE,Data Scientist,100,123000,M
SE,Machine Learning Engineer,0,189650,M
SE,Machine Learning Engineer,0,164996,M
MI,ETL Developer,0,52533,M
MI,ETL Developer,0,52533,M
EX,Lead Data Engineer,100,115222,S
SE,Data Engineer,100,165400,M
SE,Data Engineer,100,132320,M
SE,Data Architect,100,208775,M
SE,Data Architect,100,147800,M
SE,Data Engineer,100,136994,M
SE,Data Engineer,100,101570,M
SE,Data Analyst,100,128875,M
SE,Data Analyst,100,93700,M
EX,Head of Machine Learning,50,76309,L
EN,Machine Learning Engineer,100,35093,L
SE,Data Engineer,100,183600,L
SE,Data Engineer,100,100800,L
MI,Data Analyst,100,49253,M
MI,Data Analyst,100,36940,M
MI,Data Analyst,100,42026,M
MI,Data Analyst,100,31520,M
MI,Data Engineer,100,84053,M
MI,Data Engineer,100,73546,M
MI,Data Engineer,100,98506,M
MI,Data Engineer,100,86193,M
MI,Data Engineer,100,84053,M
MI,Data Engineer,100,73546,M
SE,Machine Learning Engineer,0,189650,M
SE,Machine Learning Engineer,0,164996,M
MI,Data Analyst,100,42026,M
MI,Data Analyst,100,31520,M
MI,Data Engineer,100,92350,M
MI,Data Engineer,100,73880,M
SE,Data Scientist,0,215300,L
SE,Data Scientist,0,140400,L
MI,Data Engineer,100,63040,M
MI,Data Engineer,100,47280,M
SE,Data Scientist,100,260000,M
SE,Data Scientist,100,180000,M
MI,Data Scientist,0,67723,M
MI,Data Scientist,0,43096,M
MI,Data Engineer,100,63040,M
MI,Data Engineer,100,47280,M
MI,Data Engineer,100,73880,M
MI,Data Engineer,100,55410,M
MI,Machine Learning Engineer,50,51064,L
SE,Data Science Engineer,100,60000,L
MI,Data Engineer,0,82900,M
MI,Data Engineer,0,63900,M
MI,Machine Learning Scientist,100,160000,L
MI,Machine Learning Scientist,100,112300,L
MI,Data Science Manager,100,241000,M
MI,Data Science Manager,100,159000,M
SE,Data Scientist,0,180000,M
SE,Data Scientist,0,80000,M
MI,Data Analyst,0,58000,S
MI,Data Analyst,0,58000,S
SE,Data Engineer,0,136000,M
SE,Data Engineer,0,108800,M
EX,Data Engineer,100,242000,M
EX,Data Engineer,100,200000,M
MI,Data Scientist,0,61566,M
MI,Data Scientist,0,36940,M
MI,Data Engineer,0,73880,M
MI,Data Engineer,0,49253,M
SE,Data Scientist,100,165220,M
SE,Data Scientist,100,120160,M
SE,Data Analyst,100,124190,M
SE,Data Analyst,100,90320,M
SE,Data Engineer,0,181940,M
SE,Data Engineer,0,132320,M
SE,Data Engineer,0,220110,M
SE,Data Engineer,0,160080,M
SE,Data Scientist,0,180000,L
SE,Data Scientist,0,120000,L
MI,Data Analyst,0,126500,M
MI,Data Analyst,0,106260,M
SE,Data Analyst,0,116000,M
SE,Data Analyst,0,99000,M
SE,Data Analyst,100,155000,M
SE,Data Analyst,100,120600,M
MI,Data Scientist,0,130000,M
MI,Data Scientist,0,90000,M
MI,Data Engineer,100,170000,M
MI,Data Engineer,100,150000,M
SE,Data Analyst,100,102100,M
SE,Data Analyst,100,84900,M
SE,Data Scientist,100,136620,M
SE,Data Scientist,100,99360,M
SE,Data Scientist,0,110820,M
SE,Data Scientist,0,98506,M
SE,Data Scientist,100,146000,M
SE,Data Scientist,100,123000,M
EN,Data Engineer,100,49253,M
EN,Data Engineer,100,43096,M
EX,Data Analyst,100,130000,M
EX,Data Analyst,100,110000,M
SE,Data Analyst,100,170000,M
SE,Data Analyst,100,135000,M
SE,Data Science Manager,100,161342,M
SE,Data Science Manager,100,137141,M
SE,Data Scientist,100,167000,M
SE,Data Scientist,100,123000,M
SE,Data Engineer,0,73880,M
SE,Data Engineer,0,61566,M
SE,Data Scientist,100,211500,M
SE,Data Scientist,100,138600,M
SE,Data Architect,100,192400,M
SE,Data Architect,100,90700,M
SE,Data Analyst,100,130000,M
SE,Data Analyst,100,61300,M
SE,Data Analyst,100,130000,M
SE,Data Analyst,100,61300,M
SE,Data Engineer,0,160000,L
SE,Data Engineer,0,113000,L
SE,Data Scientist,0,150000,M
SE,Data Scientist,0,95550,M
MI,Data Analyst,100,167000,M
MI,Data Analyst,100,115500,M
SE,Data Analyst,100,112900,M
SE,Data Analyst,100,90320,M
SE,Data Analyst,100,112900,M
SE,Data Analyst,100,90320,M
SE,Data Engineer,100,165400,M
SE,Data Engineer,100,132320,M
SE,Data Engineer,100,243900,M
SE,Data Engineer,100,156600,M
SE,Data Analyst,100,136600,M
SE,Data Analyst,100,109280,M
SE,Data Engineer,100,128875,M
SE,Data Engineer,100,93700,M
EX,Head of Data Science,100,224000,M
EX,Head of Data Science,100,167875,M
EX,Analytics Engineer,100,175000,M
EX,Analytics Engineer,100,135000,M
SE,Data Engineer,100,209100,L
SE,Data Engineer,100,154600,L
SE,Data Engineer,100,180000,M
SE,Data Engineer,100,160000,M
SE,Data Scientist,0,205300,L
SE,Data Scientist,0,140400,L
SE,Data Scientist,100,176000,M
SE,Data Scientist,100,144000,M
SE,Data Engineer,100,200100,M
SE,Data Engineer,100,160000,M
SE,Data Engineer,0,70500,M
SE,Data Engineer,0,54000,M
SE,Data Scientist,0,205300,M
SE,Data Scientist,0,140400,M
SE,Analytics Engineer,0,205300,M
SE,Analytics Engineer,0,184700,M
SE,Data Engineer,100,175100,M
SE,Data Engineer,100,140250,M
SE,Data Analyst,100,116150,M
SE,Data Analyst,100,99050,M
SE,Data Engineer,100,145000,M
SE,Data Engineer,100,130000,M
SE,Data Analyst,100,112900,M
SE,Data Analyst,100,90320,M
MI,Data Analyst,0,85000,M
MI,Data Analyst,0,75000,M
SE,Machine Learning Engineer,100,214000,M
SE,Machine Learning Engineer,100,192600,M
SE,Data Architect,100,266400,M
SE,Data Architect,100,213120,M
SE,Data Engineer,100,155000,M
SE,Data Engineer,100,115000,M
MI,Data Scientist,0,141300,M
MI,Data Scientist,0,102100,M
SE,Data Analyst,100,115934,M
SE,Data Analyst,100,81666,M
MI,Data Engineer,0,206699,M
MI,Data Engineer,0,99100,M
SE,Data Engineer,100,130000,M
SE,Data Engineer,100,110500,M
MI,Data Analyst,0,61566,M
MI,Data Analyst,0,43096,M
SE,Data Analyst,100,80000,M
SE,Data Analyst,100,60000,M
SE,Data Architect,100,192564,M
SE,Data Architect,100,144854,M
SE,Data Scientist,100,230000,M
SE,Data Scientist,100,150000,M
SE,Data Analytics Manager,100,150260,M
SE,Data Analytics Manager,100,109280,M
SE,Data Analyst,100,170000,M
SE,Data Analyst,100,150000,M
MI,Data Scientist,100,160000,M
MI,Data Scientist,100,130000,M
EN,Data Analyst,0,67000,M
EN,Data Analyst,0,52000,M
SE,Data Engineer,100,154000,M
SE,Data Engineer,100,126000,M
SE,Data Analyst,0,129000,M
SE,Data Analyst,0,99000,M
SE,Data Scientist,100,210000,M
SE,Data Scientist,100,140000,M
SE,Data Scientist,100,210000,M
SE,Data Scientist,100,140000,M
SE,Data Scientist,100,210000,M
SE,Data Scientist,100,140000,M
SE,Data Analyst,100,100000,M
SE,Data Analyst,100,69000,M
SE,Data Scientist,100,210000,M
SE,Data Scientist,100,140000,M
SE,Data Analyst,100,150075,M
SE,Data Analyst,100,110925,M
SE,Data Engineer,100,100000,M
SE,Data Engineer,100,25000,M
SE,Data Analyst,100,126500,M
SE,Data Analyst,100,106260,M
SE,Data Engineer,100,220110,M
SE,Data Engineer,100,160080,M
SE,Data Analyst,100,105000,M
SE,Data Analyst,100,100000,M
SE,Data Analyst,100,170000,M
SE,Data Analyst,100,135000,M
SE,Data Scientist,100,230000,M
SE,Data Scientist,100,140000,M
MI,Data Analyst,100,135000,M
MI,Data Analyst,100,50000,M
SE,Data Scientist,100,220000,M
SE,Data Scientist,100,140000,M
MI,Data Scientist,0,172386,M
MI,Data Scientist,0,86193,M
SE,Machine Learning Engineer,100,220000,M
SE,Machine Learning Engineer,100,120000,M
MI,Data Scientist,100,200000,M
MI,Data Scientist,100,120000,M
SE,Machine Learning Engineer,100,120000,S
SE,Machine Learning Engineer,100,65000,S
EX,Data Engineer,100,324000,M
EX,Data Engineer,100,216000,M
SE,Data Engineer,100,210000,M
SE,Data Engineer,100,100000,M
SE,Data Scientist,100,185100,M
SE,Data Scientist,100,104890,M
SE,Data Engineer,100,105000,M
SE,Data Engineer,100,80000,M
MI,Machine Learning Developer,100,76814,M
SE,Machine Learning Manager,50,117104,L
EX,Director of Data Science,50,192037,L
MI,Machine Learning Engineer,100,120000,S
MI,Business Data Analyst,100,17805,M
MI,Data Scientist,100,30523,L
MI,Machine Learning Infrastructure Engineer,50,55685,L
MI,Data Engineer,50,52533,L
EN,Data Scientist,100,17805,M
MI,Applied Machine Learning Scientist,100,75000,L
MI,Applied Data Scientist,100,157000,L
MI,Business Data Analyst,50,69133,L
EN,Data Engineer,100,65000,S
SE,Machine Learning Engineer,100,68293,S
MI,Data Scientist,50,109000,L
MI,Data Scientist,100,67597,M
EN,Computer Vision Engineer,100,10000,M
MI,Data Analyst,100,20000,S
SE,Head of Data,100,102839,L
SE,Head of Data,100,200000,M
EN,Data Scientist,100,51081,L
MI,Data Scientist,100,78000,M
SE,Data Engineer,100,135000,M
SE,Data Engineer,100,115000,M
MI,Machine Learning Engineer,100,83864,L
EN,Data Scientist,100,40000,L
MI,Head of Data,100,31520,S
SE,Machine Learning Engineer,100,59888,L
EN,Data Engineer,100,54742,L
SE,Research Scientist,50,89306,L
EN,Data Scientist,50,83171,M
SE,Data Scientist,100,165000,M
MI,Machine Learning Scientist,50,153000,M
SE,Data Scientist,100,100000,M
SE,Machine Learning Developer,100,76814,M
MI,Data Scientist,100,33609,L
MI,Principal Data Analyst,100,75000,S
MI,Product Data Analyst,0,20000,S
EN,Applied Machine Learning Scientist,100,30469,M
MI,Research Scientist,50,69999,L
EN,Data Engineer,100,55475,M
MI,Research Scientist,0,61989,L
SE,Data Science Manager,100,152500,M
EN,Research Scientist,100,120000,L
MI,Data Scientist,100,135000,L
SE,Data Analytics Lead,100,405000,L
SE,Data Engineer,0,150000,L
SE,Data Science Manager,0,240000,L
MI,Data Analyst,100,135000,L
EN,Data Scientist,100,80000,M
SE,Applied Data Scientist,100,380000,L
MI,Data Scientist,0,120402,L
SE,Applied Data Scientist,100,177000,L
MI,Data Engineer,100,65141,M
MI,Data Scientist,100,48000,S
EN,Data Analytics Engineer,0,20000,M
SE,Principal Data Scientist,0,220000,L
MI,ML Engineer,50,77364,S
MI,ML Engineer,50,63711,S
EN,Computer Vision Software Engineer,100,150000,S
MI,Data Analyst,100,90000,M
MI,Data Scientist,100,100000,M
EN,Data Scientist,0,100000,S
EN,Data Scientist,50,100000,M
SE,Research Scientist,50,144000,L
SE,Principal Data Scientist,100,155499,M
SE,Computer Vision Engineer,100,24000,M
MI,Applied Machine Learning Scientist,100,38400,M
EN,Financial Data Analyst,50,100000,L
MI,Data Scientist,100,82500,S
EN,Data Scientist,50,49646,M
SE,Lead Data Scientist,50,40570,L
EN,Data Engineer,100,120000,M
SE,Lead Machine Learning Engineer,0,84053,M
EN,Machine Learning Engineer,100,20000,S
EN,Computer Vision Engineer,0,125000,M
MI,Data Scientist,0,9466,S
SE,Machine Learning Scientist,50,120000,S
EN,Data Analyst,50,10354,M
EN,Applied Data Scientist,0,110037,L
EN,ML Engineer,100,21013,L
EN,Data Analyst,100,50000,M
SE,Principal Data Engineer,100,200000,M
MI,Big Data Engineer,50,60000,M
MI,Data Engineer,100,200000,L
EN,Machine Learning Developer,50,100000,S
MI,Data Engineer,100,100000,L
SE,Machine Learning Engineer,50,82744,M
MI,Data Engineer,100,59303,S
MI,Research Scientist,50,62649,M
MI,Data Engineer,100,82528,L
MI,Data Architect,100,170000,L
MI,Data Architect,100,150000,L
EN,BI Data Analyst,50,55000,S
EX,Director of Data Science,0,250000,L
EN,Data Engineer,100,80000,L
EN,Big Data Engineer,100,70000,L
EX,Director of Data Science,50,130026,M
EN,Data Science Consultant,50,63831,L
SE,Data Scientist,100,68428,L
EX,Head of Data Science,0,85000,M
EX,Head of Data,50,230000,L
EN,Machine Learning Engineer,100,125000,S
SE,Data Analytics Manager,100,120000,M
MI,Research Scientist,0,450000,M
MI,Data Analyst,50,46759,L
MI,Data Engineer,50,74130,L
SE,Data Science Engineer,50,127221,L
SE,Data Science Manager,100,144000,L
EN,Data Scientist,100,13400,L
MI,Data Scientist,100,75774,L
MI,Data Scientist,100,150000,M
MI,Data Science Consultant,100,103000,L
SE,Data Engineer,100,153000,L
MI,Data Engineer,100,90000,L
EN,Data Analyst,100,90000,S
EN,Data Analyst,100,60000,S
MI,Data Scientist,100,50000,L
EN,AI Scientist,100,12000,M
MI,3D Computer Vision Researcher,50,5409,M
MI,ML Engineer,100,270000,L
MI,Applied Data Scientist,50,54238,L
MI,Machine Learning Engineer,100,47282,S
EX,Director of Data Science,100,153667,L
MI,Data Engineer,100,28476,L
MI,Data Analytics Engineer,100,110000,L
EN,Research Scientist,50,82528,L
EN,Machine Learning Engineer,50,250000,L
EN,Data Analyst,50,59102,M
SE,Data Analyst,100,80000,S
EN,Data Analyst,100,10000,S
EN,Machine Learning Engineer,100,138000,S
MI,Data Engineer,100,140000,L
SE,Data Analytics Engineer,100,79197,L
SE,Lead Data Analyst,100,170000,L
EN,Data Analyst,100,80000,M
MI,Data Scientist,100,45760,S
MI,BI Data Analyst,100,100000,M
SE,Data Scientist,50,53192,L
EX,Head of Data,100,235000,L
EX,BI Data Analyst,100,150000,L
EX,Data Engineer,50,79833,L
EN,Machine Learning Scientist,100,225000,L
EN,Data Science Consultant,100,76833,S
MI,Machine Learning Infrastructure Engineer,0,50180,M
SE,Marketing Data Analyst,100,88654,L
SE,Lead Data Engineer,100,103160,S
SE,Data Engineer,100,113476,M
SE,Machine Learning Engineer,50,94564,L
EN,Data Engineer,100,30428,L
SE,Data Engineer,100,150000,M
SE,Data Engineer,100,115000,S
MI,Research Scientist,100,187442,L
MI,Data Analyst,50,51519,L
MI,Data Engineer,100,106000,L
MI,Data Engineer,50,112872,L
MI,BI Data Analyst,50,36259,L
SE,Data Engineer,100,150000,L
EN,ML Engineer,100,15966,S
MI,Computer Vision Software Engineer,100,95746,S
EN,Computer Vision Software Engineer,100,70000,M
MI,Data Scientist,100,76958,S
MI,Cloud Data Engineer,50,89294,L
EN,Data Scientist,50,29751,L
SE,Lead Data Engineer,0,276000,L
SE,Data Engineer,100,188000,L
SE,Cloud Data Engineer,100,160000,S
MI,Data Scientist,100,105000,L
MI,Data Engineer,100,200000,L
SE,Data Engineer,100,174000,L
MI,Data Analyst,100,93000,L
EN,Data Scientist,100,28399,M
SE,Research Scientist,50,60757,L
EN,Data Scientist,100,90000,S
MI,Data Engineer,50,70139,L
EN,Data Analyst,0,6072,S
SE,Data Engineer,0,33511,S
SE,Principal Data Analyst,100,170000,M
SE,Data Engineer,50,96282,L
MI,Data Engineer,0,12103,M
EN,Data Scientist,50,36643,L
MI,Data Engineer,50,72212,L
EN,Data Analyst,100,91000,L
SE,Big Data Architect,50,99703,M
SE,Data Scientist,100,165000,L
MI,Data Analyst,100,80000,L
SE,Data Scientist,100,103691,L
EN,Data Engineer,50,21637,M
EN,Research Scientist,50,42000,L
MI,Lead Data Scientist,0,115000,L
MI,Research Scientist,100,63810,M
SE,Machine Learning Scientist,0,260000,S
MI,Head of Data Science,0,110000,S
MI,Data Architect,100,180000,L
SE,Data Analyst,100,200000,L
SE,Big Data Engineer,50,109024,M
SE,Data Engineer,100,200000,L
SE,ML Engineer,100,256000,S
MI,Data Engineer,100,110000,L
MI,Data Scientist,0,79833,L
EN,Data Engineer,100,72500,L
SE,Machine Learning Engineer,50,185000,L
MI,Data Engineer,100,69741,L
EN,Research Scientist,0,100000,L
MI,Data Engineer,100,112000,L
SE,Machine Learning Engineer,50,150000,L
SE,Data Scientist,50,20171,L
SE,AI Scientist,100,55000,L
EN,Data Scientist,50,58000,L
EN,Data Scientist,100,100000,M
SE,Data Scientist,50,77684,M
EN,Machine Learning Engineer,100,85000,S
EN,Data Science Consultant,0,76833,L
SE,Staff Data Scientist,100,105000,M
EN,Data Analyst,100,72000,L
EN,Data Engineer,50,65013,M
MI,Data Engineer,100,28016,M
MI,Data Engineer,0,111775,M
MI,Data Engineer,0,93150,M
SE,Lead Data Engineer,50,160000,S
MI,Data Scientist,100,25532,S
SE,Machine Learning Engineer,0,66265,L
MI,Data Scientist,100,16904,S
SE,Data Analyst,50,63831,L
SE,Lead Data Scientist,100,190000,S
EX,Director of Data Science,0,141846,L
EN,Big Data Engineer,100,16228,L
SE,Data Analyst,100,71786,M
MI,Data Scientist,50,35735,L
SE,Data Scientist,0,135000,L
EN,Machine Learning Engineer,50,24823,M
SE,Data Science Manager,50,54094,L
SE,Machine Learning Engineer,100,24342,L
EN,BI Data Analyst,100,9272,S
MI,Data Scientist,50,147000,L
SE,Research Scientist,50,96113,L
SE,Data Science Manager,100,174000,L
MI,Business Data Analyst,100,135000,L
EN,Machine Learning Engineer,50,21844,M
SE,Lead Data Engineer,50,125000,S
EN,Data Scientist,0,51321,S
MI,Data Scientist,0,40481,L
EX,Data Science Consultant,100,69741,S
SE,Data Analytics Engineer,100,50000,M
EN,Data Scientist,0,39916,M
MI,Lead Data Analyst,100,87000,L
MI,Data Engineer,0,26005,L
MI,Data Scientist,50,90734,L
MI,Big Data Engineer,0,22611,L
MI,Data Scientist,100,5679,S
EN,Machine Learning Engineer,50,81000,S
MI,Data Scientist,100,40038,L
EN,Data Science Consultant,100,90000,S
MI,Data Scientist,50,61467,M
SE,Machine Learning Infrastructure Engineer,100,195000,M
MI,Data Scientist,100,37825,L
MI,Data Analyst,100,85000,L
EX,Principal Data Scientist,100,416000,S
SE,Machine Learning Scientist,100,225000,L
MI,Data Scientist,50,56256,L
MI,Data Scientist,0,33808,M
MI,Data Scientist,50,116914,L
MI,Machine Learning Engineer,100,46597,L
MI,Data Analyst,50,8000,L
EN,Data Engineer,100,41689,S
SE,Big Data Engineer,100,114047,S
MI,Machine Learning Engineer,100,88654,M
EN,Data Science Consultant,50,5707,M
MI,Lead Data Engineer,100,56000,M
EN,Computer Vision Engineer,50,28609,S
MI,Data Scientist,50,88654,L
MI,Product Data Analyst,100,6072,L
SE,Data Engineer,50,47899,L
MI,BI Data Analyst,0,98000,M
MI,Data Engineer,50,66022,S
MI,Research Scientist,50,56738,S
MI,Machine Learning Engineer,50,24823,L
SE,Data Analytics Manager,0,120000,L
MI,Data Engineer,0,20000,L
EX,Director of Data Science,100,325000,L
SE,Machine Learning Engineer,100,200000,L
EN,AI Scientist,50,45896,S
MI,Data Scientist,100,160000,L
SE,Research Scientist,100,50000,S
MI,Data Science Engineer,100,40189,M
MI,Data Scientist,0,12901,S
SE,Data Engineer,0,165000,M
EN,Big Data Engineer,0,5882,L
MI,Data Scientist,50,42197,S
SE,Principal Data Engineer,100,185000,L
EN,Data Scientist,50,62726,S
MI,Data Scientist,50,90734,L
EN,Data Scientist,50,21669,S
MI,Data Engineer,100,110000,L
SE,Data Analytics Manager,100,140000,L
SE,Data Scientist,50,120000,L
SE,Data Scientist,100,87738,S
SE,Finance Data Analyst,50,61896,L
MI,Machine Learning Scientist,50,12000,M
SE,Data Engineer,50,76833,S
MI,Machine Learning Engineer,50,74000,S
SE,Data Science Manager,100,152000,L
MI,Big Data Engineer,0,18000,S
SE,Computer Vision Engineer,100,60000,S
MI,Data Scientist,50,130000,L
SE,Computer Vision Engineer,0,18907,M
EN,Business Data Analyst,100,59102,L
SE,Principal Data Scientist,100,173762,M
SE,Principal Data Scientist,100,148261,M
MI,Data Scientist,100,38776,M
MI,Data Scientist,100,46809,M
EN,AI Scientist,100,18053,S
SE,Data Scientist,0,91237,S
MI,Data Scientist,50,62726,S
MI,Data Scientist,50,115000,L
SE,Principal Data Scientist,100,235000,L
MI,Lead Data Analyst,100,19609,L
EN,AI Scientist,100,12000,S
MI,Data Analyst,0,75000,L
MI,Data Analyst,0,62000,L
MI,Data Scientist,0,73000,L
MI,Data Engineer,100,45391,L
SE,Data Science Manager,100,190200,M
MI,Data Scientist,100,118000,M
MI,Data Scientist,100,138350,M
MI,Data Engineer,100,130800,M
SE,Machine Learning Engineer,100,45618,S
SE,Director of Data Science,0,168000,S
MI,Data Scientist,100,119059,M
MI,Applied Machine Learning Scientist,50,423000,L
MI,Data Engineer,50,28369,L
SE,Data Specialist,100,165000,L
SE,Data Scientist,100,412000,L
MI,Principal Data Scientist,100,151000,L
EN,Data Scientist,100,105000,S
EN,Business Data Analyst,100,100000,L
SE,Data Science Manager,50,94665,L
